CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ADDED,DELETED,MODIFIED,TOTAL CHANGE,ALTER
3,1,13,6,13,0,13,75,1,80,17,0,0,0,0,NO
2,0,5,1,18,0,5,28,2,19,5,0,0,0,0,NO
17,0,14,2,14,0,14,308,2,64,37,0,0,0,0,NO
2,0,5,0,5,2,3,69,2,0,19,0,0,0,0,NO
0,0,5,1,5,0,5,32,2,19,7,0,0,0,0,NO
11,0,7,0,8,0,8,442,2,41,87,0,0,0,0,NO
12,0,0,0,21,2,18,268,1,82,66,0,0,0,0,NO
4,0,4,1,4,0,4,53,2,25,10,0,0,0,0,NO
2,0,0,0,5,0,5,39,1,0,10,0,0,0,0,NO
7,0,7,2,7,0,7,101,2,35,19,0,0,0,0,NO
3,17,2,5,2,0,2,393,1,60,1,0,0,0,0,NO
0,0,0,0,2,0,2,55,1,0,9,0,0,0,0,NO
3,0,0,0,1,0,1,80,1,0,4,0,0,0,0,NO
4,0,0,0,3,2,1,118,1,0,19,0,0,0,0,NO
6,0,0,0,1,0,1,58,1,0,7,0,0,0,0,NO
1,0,0,0,1,0,1,18,1,0,3,0,0,0,0,NO
2,0,0,0,2,0,2,83,1,0,11,0,0,0,0,NO
14,0,16,7,16,1,15,432,1,75,81,0,0,0,0,NO
1,0,13,2,13,0,13,33,1,80,14,0,0,0,0,NO
10,0,16,11,16,1,15,309,1,78,57,0,0,0,0,NO
7,0,16,5,16,1,15,100,1,87,25,0,0,0,0,NO
1,0,4,3,4,0,4,61,1,50,15,0,0,0,0,NO
0,0,8,4,8,0,8,34,2,62,8,0,0,0,0,NO
9,0,31,9,33,2,31,504,1,88,51,0,0,0,0,NO
1,0,0,0,13,0,13,228,1,0,53,0,0,0,0,NO
3,0,9,1,9,0,9,144,2,94,24,0,0,0,0,NO
1,0,10,3,10,0,10,50,2,76,13,0,0,0,0,NO
2,0,0,14,3,0,3,291,1,95,19,0,0,0,0,NO
1,0,2,0,2,0,2,118,2,0,2,0,0,0,0,NO
2,0,9,6,9,0,9,52,1,85,13,0,0,0,0,NO
3,0,14,5,14,2,12,179,2,74,43,0,0,0,0,NO
1,0,4,3,4,0,4,52,1,50,9,0,0,0,0,NO
4,0,7,2,7,0,7,91,1,50,21,0,0,0,0,NO
0,0,6,5,6,0,6,66,2,66,13,0,0,0,0,NO
0,0,6,4,6,2,4,70,1,58,17,0,0,0,0,NO
0,0,3,3,3,0,3,37,1,11,6,0,0,0,0,NO
0,0,4,4,8,1,7,80,1,68,16,0,0,0,0,NO
0,0,4,3,5,0,5,122,2,68,25,0,0,0,0,NO
1,0,0,0,3,0,3,71,1,0,8,0,0,0,0,NO
0,0,0,0,1,0,1,11,1,0,1,0,0,0,0,NO
0,0,0,0,1,0,1,44,1,0,7,0,0,0,0,NO
5,0,2,0,18,0,1,84,2,50,11,0,0,0,0,NO
7,0,3,0,19,0,1,220,2,33,25,0,0,0,0,NO
3,0,1,1,17,0,1,88,2,50,11,0,0,0,0,NO
4,0,1,0,17,0,1,71,2,0,6,0,0,0,0,NO
1,3,1,0,1,0,1,7,2,0,1,0,0,0,0,NO
6,0,4,0,6,0,5,105,1,0,23,0,0,0,0,NO
1,0,9,4,9,0,9,42,1,58,9,0,0,0,0,NO
2,0,8,5,8,0,4,114,2,67,21,0,0,0,0,NO
2,0,4,0,5,2,2,131,3,0,27,0,0,0,0,NO
1,1,7,3,7,0,7,23,1,73,5,0,0,0,0,NO
4,0,3,2,11,0,4,92,2,58,16,0,0,0,0,NO
1,0,3,1,3,0,3,15,2,0,3,0,0,0,0,NO
7,0,15,8,15,0,15,99,1,83,24,0,0,0,0,NO
2,0,2,0,15,0,2,144,4,0,21,0,0,0,0,NO
1,0,0,0,1,0,1,29,1,0,5,0,0,0,0,NO
1,0,6,2,6,0,4,35,1,50,10,0,0,0,0,NO
2,0,5,2,6,0,5,83,1,33,17,0,0,0,0,NO
2,0,7,2,8,0,8,43,1,56,9,0,0,0,0,NO
0,1,3,0,5,0,0,31,1,0,6,0,0,0,0,NO
0,0,5,2,13,0,4,134,2,50,29,0,0,0,0,NO
1,0,7,5,8,0,7,152,1,44,24,0,0,0,0,NO
0,0,0,3,5,0,4,35,1,50,9,0,0,0,0,NO
9,2,22,8,47,0,2,508,2,87,95,0,0,0,0,NO
4,0,8,2,33,0,1,231,2,58,31,0,0,0,0,NO
5,0,5,2,30,0,3,142,2,66,23,0,0,0,0,NO
7,0,13,4,38,3,2,509,2,84,62,0,0,0,0,NO
5,0,3,2,104,0,2,75,7,77,8,0,0,0,0,NO
5,0,4,2,63,0,3,60,4,50,11,0,0,0,0,NO
5,0,4,4,63,0,3,82,4,41,13,0,0,0,0,NO
1,0,1,0,37,0,0,23,3,0,5,0,0,0,0,NO
3,0,9,1,34,0,1,441,2,44,59,0,0,0,0,NO
3,0,13,1,60,0,2,186,3,76,40,0,0,0,0,NO
3,0,5,2,54,0,2,143,4,53,23,0,0,0,0,NO
4,0,4,1,53,0,2,200,4,50,32,0,0,0,0,NO
0,0,1,0,1,0,1,18,1,0,3,0,0,0,0,NO
0,0,16,5,16,0,15,109,1,87,25,0,0,0,0,NO
8,0,15,2,40,0,3,306,2,77,42,0,0,0,0,NO
6,0,5,0,30,0,1,166,2,60,21,0,0,0,0,NO
2,0,4,1,29,0,1,102,2,62,16,0,0,0,0,NO
1,0,2,0,38,0,0,30,3,0,7,0,0,0,0,NO
5,0,6,2,31,0,2,151,2,72,21,0,0,0,0,NO
4,0,2,2,2,0,2,38,1,25,6,0,0,0,0,NO
3,0,0,0,4,0,4,79,1,50,16,0,0,0,0,NO
3,0,11,3,11,0,11,169,1,52,38,0,0,0,0,NO
1,0,4,0,4,0,4,54,1,25,10,0,0,0,0,NO
3,0,0,0,1,0,1,38,1,0,6,0,0,0,0,NO
1,2,16,0,16,0,16,51,1,100,9,0,0,0,0,NO
1,0,13,1,29,0,13,60,2,92,18,0,0,0,0,NO
5,0,18,1,34,0,18,229,2,61,54,0,0,0,0,NO
0,0,7,1,7,0,7,45,1,0,9,0,0,0,0,NO
3,0,20,3,24,0,23,732,1,79,100,0,0,0,0,NO
5,0,5,2,12,0,5,141,2,53,28,0,0,0,0,NO
0,0,1,0,6,0,1,19,2,0,1,0,0,0,0,NO
1,0,5,2,5,0,5,48,1,60,12,0,0,0,0,NO
1,0,2,0,3,0,3,29,2,0,5,0,0,0,0,NO
0,0,0,0,3,0,3,51,1,0,14,0,0,0,0,NO
0,0,0,0,10,0,10,83,1,0,22,0,0,0,0,NO
0,0,0,0,2,0,2,21,1,0,4,0,0,1,1,YES
2,3,7,3,7,0,6,94,1,77,17,0,0,0,0,NO
4,0,0,0,1,0,1,102,1,0,20,0,0,0,0,NO
0,0,5,1,5,0,5,29,1,0,7,0,0,0,0,NO
1,0,0,0,9,0,9,131,1,88,32,0,0,0,0,NO
1,0,9,0,10,0,10,68,2,0,10,0,0,0,0,NO
0,0,0,0,2,0,2,60,1,50,12,0,0,0,0,NO
1,0,4,0,11,0,4,27,2,0,5,0,0,0,0,NO
4,0,0,0,1,0,1,160,1,0,32,0,0,0,0,NO
1,0,11,4,11,0,11,76,1,63,16,0,0,0,0,NO
1,0,6,1,6,0,5,40,1,0,7,0,0,0,0,NO
1,0,0,0,1,0,1,11,1,0,2,0,0,0,0,NO
0,0,1,6,1,0,1,19,1,16,1,0,0,0,0,NO
3,0,14,4,14,0,12,183,1,55,28,0,0,0,0,NO
0,0,4,0,11,0,3,33,3,0,4,0,0,0,0,NO
0,0,6,1,32,0,5,53,2,83,8,0,0,0,0,NO
1,0,4,2,6,0,6,83,1,66,12,0,0,0,0,NO
3,0,5,2,7,0,6,209,1,64,33,0,0,0,0,NO
1,0,0,0,2,0,1,340,1,0,16,0,0,0,0,NO
3,0,13,9,33,0,12,463,2,86,93,0,0,0,0,NO
0,1,7,2,7,0,6,41,2,64,7,0,0,0,0,NO
0,1,26,11,26,0,22,221,1,77,44,0,0,0,0,NO
0,0,1,0,20,0,0,5,2,0,1,0,0,0,0,NO
1,1,17,7,17,0,16,76,1,90,17,0,0,0,0,NO
2,1,18,7,19,0,19,168,1,75,29,0,0,0,0,NO
0,0,3,3,3,0,3,20,1,0,3,0,0,0,0,NO
1,0,3,4,3,0,3,17,1,41,3,0,0,0,0,NO
1,0,3,0,10,0,2,27,3,0,3,0,0,0,0,NO
1,0,4,2,6,0,6,81,1,66,12,0,0,0,0,NO
2,0,5,2,7,0,6,223,1,71,34,0,0,0,0,NO
1,0,0,0,2,0,1,335,1,0,16,0,0,0,0,NO
0,1,7,2,7,0,6,40,2,71,7,0,0,0,0,NO
0,0,1,0,1,1,0,3,1,0,1,0,0,0,0,NO
2,0,1,0,5,1,4,41,1,0,8,0,0,0,0,NO
0,0,1,0,20,0,0,5,2,0,1,0,0,0,0,NO
1,1,17,7,17,0,16,76,1,90,17,0,0,0,0,NO
2,1,18,7,19,0,19,168,1,75,29,0,0,0,0,NO
0,0,3,3,3,0,3,20,1,0,3,0,0,0,0,NO
1,0,3,4,3,0,3,17,1,41,3,0,0,0,0,NO
0,0,2,2,2,0,2,14,1,0,2,0,0,0,0,NO
0,0,2,3,2,0,2,18,1,0,2,0,0,0,0,NO
0,0,19,0,20,4,16,75,1,0,10,0,0,0,0,NO
2,0,12,3,12,0,11,84,1,44,21,0,0,0,0,NO
1,0,3,3,3,0,3,26,1,44,5,0,0,0,0,NO
1,0,14,2,15,2,13,30,1,50,2,0,0,0,0,NO
3,0,1,0,2,0,2,129,1,0,25,0,0,0,0,NO
0,0,2,2,2,0,2,11,1,0,2,0,0,0,0,NO
0,0,15,0,17,4,13,68,1,0,10,0,0,0,0,NO
2,0,12,4,12,0,11,74,1,60,17,0,0,0,0,NO
0,0,2,6,2,0,2,21,1,41,3,0,0,0,0,NO
3,0,1,0,2,0,2,147,1,0,30,0,0,0,0,NO
0,2,1,11,1,0,0,33,1,18,1,0,0,0,0,NO
5,2,7,6,7,1,4,207,2,69,13,0,0,0,0,NO
10,0,8,3,29,0,5,366,2,70,56,0,0,0,0,NO
2,0,2,0,9,0,1,18,3,0,2,0,0,0,0,NO
0,0,1,0,2,0,0,8,2,0,1,0,0,0,0,NO
4,0,4,3,9,0,3,83,3,58,14,0,0,0,0,NO
2,0,2,0,9,0,1,18,3,0,2,0,0,0,0,NO
8,0,4,3,9,0,3,75,3,33,12,0,0,0,0,NO
0,0,4,2,4,2,2,36,1,50,7,0,0,0,0,NO
0,0,5,2,5,2,3,49,1,60,14,0,0,0,0,NO
0,0,1,0,5,0,5,70,1,0,10,0,0,0,0,NO
0,0,1,0,2,0,2,26,1,0,6,0,0,0,0,NO
0,0,4,4,8,1,7,80,1,68,16,0,0,0,0,NO
0,0,3,1,7,0,3,27,3,33,5,0,0,0,0,NO
0,0,2,0,6,0,2,19,3,0,3,0,0,0,0,NO
0,0,6,0,6,0,6,86,1,0,19,0,0,0,0,NO
1,0,16,7,22,15,7,464,1,88,81,0,0,0,0,NO
0,0,5,3,5,0,5,48,2,46,10,0,0,0,0,NO
0,0,0,0,1,0,1,5,1,0,1,0,0,0,0,NO
0,0,0,0,6,0,6,83,1,0,23,0,0,0,0,NO
0,2,2,0,2,0,2,29,1,0,8,0,0,0,0,NO
0,2,1,0,1,0,1,3,1,0,0,0,0,0,0,NO
0,0,1,1,2,0,1,464,2,50,1,0,0,0,0,NO
0,0,1,1,2,0,1,242,2,50,1,0,0,0,0,NO
0,0,3,2,5,0,5,139,1,66,25,0,0,0,0,NO
4,1,2,0,4,0,4,22,1,0,4,0,0,0,0,NO
2,2,2,0,6,0,2,30,2,0,7,0,0,0,0,NO
8,0,14,3,21,0,13,156,3,68,31,0,0,0,0,NO
3,0,1,9,7,0,1,50,3,40,6,0,0,0,0,NO
3,0,22,5,22,0,17,249,1,61,52,0,0,0,0,NO
2,0,2,8,2,0,1,72,1,18,12,0,0,0,0,NO
3,0,0,0,18,2,16,419,1,61,99,0,0,0,0,NO
1,0,23,4,23,0,23,174,1,46,29,0,0,0,0,NO
1,0,4,3,4,0,4,33,1,8,7,0,0,0,0,NO
6,1,51,3,54,1,49,398,1,74,92,0,0,0,0,NO
8,0,78,6,81,13,64,1162,1,89,260,0,0,0,0,NO
0,0,5,4,5,0,5,25,1,60,5,0,0,0,0,NO
1,0,7,3,8,0,8,93,1,41,17,0,0,0,0,NO
0,0,6,4,6,0,6,31,1,87,7,0,0,0,0,NO
1,0,6,2,9,0,8,118,1,55,20,0,0,0,0,NO
5,0,23,2,78,0,20,455,2,43,70,0,0,0,0,NO
1,0,0,0,5,0,5,50,1,70,9,0,0,0,0,NO
0,0,0,0,7,0,7,157,1,85,36,0,0,0,0,NO
0,0,2,0,2,0,2,8,2,0,2,0,0,0,0,NO
0,0,2,0,2,0,2,8,2,0,2,0,0,0,0,NO
0,0,2,0,4,0,2,8,3,0,2,0,0,0,0,NO
2,0,0,0,45,3,42,750,1,93,181,0,0,0,0,NO
0,1,2,0,2,0,2,8,2,0,2,0,0,0,0,NO
1,0,5,7,6,0,6,95,1,52,18,0,0,0,0,NO
12,0,46,9,73,3,37,696,2,89,152,0,0,0,0,NO
6,4,24,7,26,1,12,270,1,79,65,0,0,0,0,NO
